acquisition_date,acquisition_month,acquisition_year,candidate_for_composite,cloud_cover_land_pct,cloud_cover_scene_pct,collection_id,day_of_year,earth_engine_asset_id,epoch,has_positive_core_coverage,landsat7_orbit_drift_period,landsat_product_id,landsat_scene_id,relative_year,sensor_key,sensor_role,slc_off,system_index,valid_area_context_m2,valid_area_core_m2,valid_fraction_context,valid_fraction_core,wrs_path,wrs_row,selected_window_name,selected_sensor_mode
2024-11-20,11,2024,True,37.9,37.9,LANDSAT/LC08/C02/T1_L2,325,LANDSAT/LC08/C02/T1_L2/LC08_185058_20241120,2025,True,False,LC08_L2SP_185058_20241120_20241203_02_T1,LC81850582024325LGN00,-1,LC08,primary,False,LC08_185058_20241120,131283079.65087987,29328277.201330572,0.1658227028318637,0.1012265893662074,185,58,Nov-Jan_3m,primary_only
2024-11-28,11,2024,True,0.2,0.2,LANDSAT/LC09/C02/T1_L2,333,LANDSAT/LC09/C02/T1_L2/LC09_185057_20241128,2025,True,False,LC09_L2SP_185057_20241128_20241129_02_T1,LC91850572024333LGN00,-1,LC09,primary,False,LC09_185057_20241128,786697218.076303,287969768.95778453,0.9936715329852976,0.9939280562599422,185,57,Nov-Jan_3m,primary_only
2024-11-28,11,2024,True,18.23,18.23,LANDSAT/LC09/C02/T1_L2,333,LANDSAT/LC09/C02/T1_L2/LC09_185058_20241128,2025,True,False,LC09_L2SP_185058_20241128_20241129_02_T1,LC91850582024333LGN00,-1,LC09,primary,False,LC09_185058_20241128,362288129.4612674,107635292.77569152,0.4576035007018888,0.3715033620393537,185,58,Nov-Jan_3m,primary_only
2024-12-06,12,2024,True,42.65,42.65,LANDSAT/LC08/C02/T1_L2,341,LANDSAT/LC08/C02/T1_L2/LC08_185057_20241206,2025,True,False,LC08_L2SP_185057_20241206_20241210_02_T1,LC81850572024341LGN00,-1,LC08,primary,False,LC08_185057_20241206,388915661.7654075,165041796.49307933,0.4912365430418252,0.5696419891008178,185,57,Nov-Jan_3m,primary_only
2024-12-06,12,2024,True,57.92,57.92,LANDSAT/LC08/C02/T1_L2,341,LANDSAT/LC08/C02/T1_L2/LC08_185058_20241206,2025,True,False,LC08_L2SP_185058_20241206_20241210_02_T1,LC81850582024341LGN00,-1,LC08,primary,False,LC08_185058_20241206,216947395.7646551,80866392.42590548,0.274024677313304,0.2791104654197807,185,58,Nov-Jan_3m,primary_only
2024-12-14,12,2024,True,11.53,11.53,LANDSAT/LC09/C02/T1_L2,349,LANDSAT/LC09/C02/T1_L2/LC09_185057_20241214,2025,True,False,LC09_L2SP_185057_20241214_20241215_02_T1,LC91850572024349LGN00,-1,LC09,primary,False,LC09_185057_20241214,246085814.95849177,85802366.37587148,0.3108292026170907,0.2961469863420814,185,57,Nov-Jan_3m,primary_only
2024-12-14,12,2024,True,43.97,43.97,LANDSAT/LC09/C02/T1_L2,349,LANDSAT/LC09/C02/T1_L2/LC09_185058_20241214,2025,True,False,LC09_L2SP_185058_20241214_20241215_02_T1,LC91850582024349LGN00,-1,LC09,primary,False,LC09_185058_20241214,157140751.02134797,47588149.51458359,0.1984833394271631,0.1642505639367009,185,58,Nov-Jan_3m,primary_only
2024-12-22,12,2024,True,15.12,15.12,LANDSAT/LC08/C02/T1_L2,357,LANDSAT/LC08/C02/T1_L2/LC08_185057_20241222,2025,True,False,LC08_L2SP_185057_20241222_20241228_02_T1,LC81850572024357LGN00,-1,LC08,primary,False,LC08_185057_20241222,314040261.3406173,132486800.1298419,0.3966619694785397,0.4572783740798063,185,57,Nov-Jan_3m,primary_only
2024-12-22,12,2024,True,43.55,43.55,LANDSAT/LC08/C02/T1_L2,357,LANDSAT/LC08/C02/T1_L2/LC08_185058_20241222,2025,True,False,LC08_L2SP_185058_20241222_20241228_02_T1,LC81850582024357LGN00,-1,LC08,primary,False,LC08_185058_20241222,191759666.12631407,70792348.3771561,0.2422102392460754,0.2443398884377281,185,58,Nov-Jan_3m,primary_only
2024-12-30,12,2024,True,27.23,27.23,LANDSAT/LC09/C02/T1_L2,365,LANDSAT/LC09/C02/T1_L2/LC09_185057_20241230,2025,True,False,LC09_L2SP_185057_20241230_20241231_02_T1,LC91850572024365LGN00,-1,LC09,primary,False,LC09_185057_20241230,514943700.5148629,211097593.38664505,0.6504216419411523,0.7286036358444906,185,57,Nov-Jan_3m,primary_only
2024-12-30,12,2024,True,74.08,74.08,LANDSAT/LC09/C02/T1_L2,365,LANDSAT/LC09/C02/T1_L2/LC09_185058_20241230,2025,True,False,LC09_L2SP_185058_20241230_20241231_02_T1,LC91850582024365LGN00,-1,LC09,primary,False,LC09_185058_20241230,166957264.2020843,63313513.46308449,0.2108825058113088,0.2185266793771552,185,58,Nov-Jan_3m,primary_only
2025-01-07,1,2025,True,22.37,22.37,LANDSAT/LC08/C02/T1_L2,7,LANDSAT/LC08/C02/T1_L2/LC08_185057_20250107,2025,True,False,LC08_L2SP_185057_20250107_20250111_02_T1,LC81850572025007LGN00,0,LC08,primary,False,LC08_185057_20250107,708253464.6362598,259485242.19011375,0.8945897986879631,0.8956136726837076,185,57,Nov-Jan_3m,primary_only
2025-01-07,1,2025,True,44.72,44.72,LANDSAT/LC08/C02/T1_L2,7,LANDSAT/LC08/C02/T1_L2/LC08_185058_20250107,2025,True,False,LC08_L2SP_185058_20250107_20250111_02_T1,LC81850582025007LGN00,0,LC08,primary,False,LC08_185058_20250107,379248517.6705928,121156837.6406174,0.4790260436634574,0.4181729928616,185,58,Nov-Jan_3m,primary_only
2025-01-23,1,2025,True,43.04,43.04,LANDSAT/LC08/C02/T1_L2,23,LANDSAT/LC08/C02/T1_L2/LC08_185057_20250123,2025,True,False,LC08_L2SP_185057_20250123_20250128_02_T1,LC81850572025023LGN00,0,LC08,primary,False,LC08_185057_20250123,283837137.63755167,129366981.39311096,0.3585126236547963,0.4465103153905038,185,57,Nov-Jan_3m,primary_only
2025-01-31,1,2025,True,75.0,75.0,LANDSAT/LC09/C02/T1_L2,31,LANDSAT/LC09/C02/T1_L2/LC09_185057_20250131,2025,True,False,LC09_L2SP_185057_20250131_20250201_02_T1,LC91850572025031LGN00,0,LC09,primary,False,LC09_185057_20250131,37971223.876953125,32526141.99942532,0.0479611766409988,0.1122640241443641,185,57,Nov-Jan_3m,primary_only
